created_at,tweet_id,text,name,screen_name,language,lat,long
6/3/2018 20:19,1.00E+18,"I'm at Bayside Trail in San Diego, CA https://t.co/Ei9bwN0q4n",Dylan Conroy,DylanConroy,en,32.67160889,-117.2379023
6/3/2018 20:18,1.00E+18,Opened Street Cleaning request via iphone at 2821 EDENWOLD HT NW https://t.co/H5jW2QuYIh. Street needs sweeping on… https://t.co/AQDEjSSnWN,311 Calgary,311calgary,en,51.12777454,-114.1381035
6/3/2018 20:18,1.00E+18,Strong pear aroma. Sweet but with notes of Chardonnay. - Drinking a Shinko Perry by Mission Trail Cider Co. at… https://t.co/jXoC08Bd32,"Sean ""Yoda"" Rouse",seanyodarouse,en,37.8734,-122.269
6/3/2018 19:56,1.00E+18,"19:56 KW4JM (Scott) on W4C/CM-075 (Rich Mountain, 1250m, 6pt) 14.0 Other: not today-Trail is a river- turning back [KW4JM]",SOTAwatch spots,SOTAwatch,en,35.3416,-82.7705
6/3/2018 19:54,1.00E+18,Check out my #listing in #SpringGrove #IL  #realestate #realtor https://t.co/mwQKsbhQDL https://t.co/FCxktLbOVf,Ron and Kat Becker,RonandKatBecker,en,42.4536171,-88.2172452
6/3/2018 19:24,1.00E+18,Drinking an Old Trail by @PRNBrewery at @prnbrewery — https://t.co/2Y1TN9oV6P,Ed Franks,efranks25,en,38.049,-78.7141
6/3/2018 19:17,1.00E+18,Lake Chabot Trail Challenge 1/2 Marathon. 1:59:07.  2nd place men's 55-59 division. (@ Lake Chabot Regional Park -… https://t.co/EJNxPQh2aa,Andy Harris,curtisparkandy,en,37.71563937,-122.10262
6/3/2018 19:16,1.00E+18,"A10769 [NEW] Includes that portion of state route 5 on the Seaway Trail, within the Purple Heart Highway. https://t.co/kQ48DQC6PT",LegiScan NY,LegiScanNY,en,40.77112,-73.97419
6/3/2018 18:27,1.00E+18,"I'm at Dundery Brook Trail in Providence, RI https://t.co/BoQjjXvVk7",Food Is My Porn,FoodIsMyPorn,en,41.5085396,-71.17670161
6/3/2018 17:29,1.00E+18,Drinking an Appalachian Trail Extra (ATX) Pale Ale by @nantahalabrew at @nantahalabrew — https://t.co/XCOGkTrkB3 #photo,Nicki C,NickiinNC,en,35.431,-83.4462
6/3/2018 17:29,1.00E+18,Drinking a Long Trail Ale by @LongTrailBeer @ Fox Ridge Golf Club — https://t.co/uRhxiOhbnx,Corey Lane,CoreyLane78,en,44.0387,-70.2169
6/3/2018 17:10,1.00E+18,"#doggydayout with adoptable #hssv pooch Blake! (@ Hellyer Park &amp; Coyote Creek Trail in San Jose, CA)… https://t.co/ZYoaGuCklV",Princess  Susannah (Greenwood) 👑,Artsalot,en,37.2819958,-121.8115005
6/3/2018 16:58,1.00E+18,"I'm at Big Thunder Trail in Anaheim, CA https://t.co/HzCJYCK7Hh https://t.co/wvAQ1nzmUq",Lauren 🏃🏼‍♀️,laurafee,en,33.81264298,-117.920399
6/3/2018 16:13,1.00E+18,See a virtual tour of my listing on 5001 Filly Drive #IndianTrail #NC  #realestate https://t.co/CWiN2GbSPI https://t.co/sKKx5TKOoi,Nichole Blanton,CLTRealEstateNC,en,35.090521,-80.6025499
6/3/2018 15:35,1.00E+18,"I'm at Lady Bird Lake Trail - @visitaustintx in Austin, TX https://t.co/YSW2qS3Cyp",Tomoko Jones,Tomobabyka,en,30.27441231,-97.76937246
6/3/2018 15:15,1.00E+18,"I'm at New River Trail at Grand Ave in Peoria, AZ https://t.co/wFO8Ug5Qmt https://t.co/YbiuCQ9AyT",Brian Alston,brian4dotcom,en,33.5945572,-112.2624527
6/3/2018 14:46,1.00E+18,"Alarm (highrise Residential) [North York]
Weston Road
b/w Humber River Recreational Trail / Sheppard Avenue West
Di… https://t.co/AvP7NrsxRI",Toronto Fire West,tofireW,en,43.7012382,-79.5240698
6/3/2018 14:46,1.00E+18,"Alarm (highrise Residential) [North York]
Weston Road
b/w Humber River Recreational Trail / Sheppard Avenue West
Di… https://t.co/dcMjf6s0IC",Toronto Fire,tofire,en,43.7012382,-79.5240698
6/3/2018 14:41,1.00E+18,"Running! (@ End Of Trail At Olive And 99th Ave in Peoria, AZ) https://t.co/tvE1djs9vB https://t.co/eefJJb9gnq",Brian Alston,brian4dotcom,en,33.56493467,-112.2747552
6/3/2018 14:12,1.00E+18,"Fire (grass/rubbish) [North York]
Bathurst Street
b/w Mcallister Road / Earl Bales Park Trail
Dispatched: 03/06/18… https://t.co/KaoTT8cvb0",Toronto Fire North,tofireN,en,43.7534431,-79.4378966
6/3/2018 14:12,1.00E+18,"Fire (grass/rubbish) [North York]
Bathurst Street
b/w Mcallister Road / Earl Bales Park Trail
Dispatched: 03/06/18… https://t.co/qaL4doe7vG",Toronto Fire,tofire,en,43.7534431,-79.4378966
6/3/2018 13:06,1.00E+18,"Alarm (institution) [North York]
Finch Avenue
b/w Sentinel Road / Black Creek Trail
Dispatched: 03/06/18 @ 09:01 ED… https://t.co/I4HjlQ453X",Toronto Fire North,tofireN,en,43.7610686,-79.4999377
6/3/2018 13:06,1.00E+18,"Alarm (institution) [North York]
Finch Avenue
b/w Sentinel Road / Black Creek Trail
Dispatched: 03/06/18 @ 09:01 ED… https://t.co/Kbqh8o2qaL",Toronto Fire,tofire,en,43.7610686,-79.4999377
6/3/2018 11:12,1.00E+18,"Running sucks less here (@ Cape Cod Rail Trail in Eastham, MA) https://t.co/UnLvLDVS2X",Alison Altre-Kerber,ajp137,en,41.79684148,-69.98920981
6/3/2018 11:10,1.00E+18,From yesterday BotB. This was fantastic! - Drinking a Ghost Trail Gose by @LevityBeer @ Carrie Furnaces  — https://t.co/F1YFjAmfP5,d.,telegramdan,en,40.414,-79.8895
6/3/2018 11:09,1.00E+18,"Closed due to accident in #Flanders on Rt-24 EB between Peconic Trail and Pleasure Dr, stopped traffic back to Cypress Ave #traffic",Total Traffic NYC,TotalTrafficNYC,en,40.90968,-72.62728
6/3/2018 11:09,1.00E+18,"Closed due to accident in #Flanders on Rt-24 WB between Peconic Trail and Cypress Ave, stopped traffic back to Pleasure Dr #traffic",Total Traffic NYC,TotalTrafficNYC,en,40.90968,-72.62728
6/3/2018 11:08,1.00E+18,Closed due to accident in #Flanders on Rt-24 EB between Peconic Trail and Pleasure Dr #traffic https://t.co/cLJ9IKsg5n,Total Traffic NYC,TotalTrafficNYC,en,40.90968,-72.62728
6/3/2018 10:47,1.00E+18,"Recovery run with Run4FunBHM and Run University (@ Mtn Brook Running Trail in Birmingham, AL) https://t.co/sa95sAppX2",Randy Lyle,rlyle0951,en,33.47535821,-86.7643658
6/3/2018 9:56,1.00E+18,"HF2823 [NEW] Mississippi Blufflands State Trail and Red Wing Riverfront Trail project funding provided, bonds iss... https://t.co/cs1JJrBW5R",LegiScan MN,LegiScanMN,en,44.948232,-93.105406
6/3/2018 8:56,1.00E+18,"Alarm (highrise Residential) [East York]
Lumsden Avenue
b/w Taylor Creek Trail / Eastdale Avenue
Dispatched: 03/06/… https://t.co/YMyf9m4zM0",Toronto Fire East,tofireE,en,43.6951732,-79.3033451
6/3/2018 8:56,1.00E+18,"Alarm (highrise Residential) [East York]
Lumsden Avenue
b/w Taylor Creek Trail / Eastdale Avenue
Dispatched: 03/06/… https://t.co/5k4fCIPwc5",Toronto Fire,tofire,en,43.6951732,-79.3033451
6/3/2018 8:12,1.00E+18,"Alarm (highrise Commercial) [North York]
Duncan Mill Road
b/w Valleybrook Drive / Betty Sutherland Trail
Dispatched… https://t.co/vc0dtcjLw5",Toronto Fire North,tofireN,en,43.7619295,-79.353202
6/3/2018 8:12,1.00E+18,"Alarm (highrise Commercial) [North York]
Duncan Mill Road
b/w Valleybrook Drive / Betty Sutherland Trail
Dispatched… https://t.co/uXogpdCJ2f",Toronto Fire,tofire,en,43.7619295,-79.353202
6/3/2018 7:43,1.00E+18,Opened Streetlight - Not Working Properly request via iphone at 5899 JOHN LAURIE BV NW https://t.co/frFkT1JQG9. Ent… https://t.co/iZ6FCf1c1J,311 Calgary,311calgary,en,51.1194083,-114.164731
6/3/2018 4:42,1.00E+18,"Fire (grass/rubbish) [Toronto]
Nursewood Road
b/w Balmy Beach Park Trail / Queen St East
Dispatched: 03/06/18 @ 00:… https://t.co/FCOJRksXq3",Toronto Fire East,tofireE,en,43.6730596,-79.2808576
6/3/2018 4:42,1.00E+18,"Fire (grass/rubbish) [Toronto]
Nursewood Road
b/w Balmy Beach Park Trail / Queen St East
Dispatched: 03/06/18 @ 00:… https://t.co/rZDSCjacWt",Toronto Fire,tofire,en,43.6730596,-79.2808576
6/3/2018 3:32,1.00E+18,"$1,000,000 11053 E Santa Fe Trail, #Scottsdale, #AZ - MOUNTAIN AND CITY LIGHT VIEWS! ENJOY ENTERTAINING WITH THE CI… https://t.co/PYTKfh9G0x",Real Estate Tech,pinputlistings,en,33.834412,-111.842689
6/3/2018 2:17,1.00E+18,"Drinking a Y Or IPA by @burleyoak/@Stillwater_Art @ D&amp;L Trail, Riverside — https://t.co/neb2IpP9ra",JarFarkas,DeepDishFarkas,en,40.712,-75.5222
6/3/2018 2:15,1.00E+18,"I'm at Indian Trail High School and Academy in Kenosha, WI https://t.co/Opjdhwe7y3",Shirley Tutor-Perez,Shirley_Perez,en,42.58353112,-87.88963776
6/3/2018 2:06,1.00E+18,Opened Fence in a City park request via iphone at 5050 SPRUCE DR SW https://t.co/lJpAkjyWRh. Douglas fir trail edwo… https://t.co/pPOHqUpSZR,311 Calgary,311calgary,en,51.06554377,-114.1590658
6/3/2018 1:15,1.00E+18,Little too hoppy for me - Drinking a Trail Beer by @10BarrelBrewing @ Riverside Inn  — https://t.co/78pG9LNMRb,Dave,ScorpCO76,en,39.2175,-105.993
6/3/2018 1:14,1.00E+18,"I'm at Trail House in Indian Trail, NC https://t.co/0UNYybgcuP",Fallon Brewington,fmbrewington,en,35.04930143,-80.64570184
6/3/2018 1:13,1.00E+18,"I'm at Indian Trail, NC in NC https://t.co/6j76Vu4z9N",Fallon Brewington,fmbrewington,en,35.07716873,-80.66846609
6/3/2018 1:02,1.00E+18,"Blue Buffalo Wilderness Trail Toppers Chunky Chicken Bites Dog Food, 24 by 3 oz. https://t.co/2Rj9T5sKfr https://t.co/02zwbYxhCl",Rafael Padron,felo1810,es,25.7635876,-80.225399
6/3/2018 0:56,1.00E+18,"Fire (highrise Residential) [York]
Clearview Hts
b/w Black Creek Trail / Black Creek Trail
Dispatched: 02/06/18 @ 2… https://t.co/iK200q9FE4",Toronto Fire North,tofireN,en,43.6745953,-79.5000088
6/3/2018 0:56,1.00E+18,"Fire (highrise Residential) [York]
Clearview Hts
b/w Black Creek Trail / Black Creek Trail
Dispatched: 02/06/18 @ 2… https://t.co/tYW370zgl4",Toronto Fire,tofire,en,43.6745953,-79.5000088
6/3/2018 0:52,1.00E+18,"Fire (residential) [Scarborough]
Meandering Trail
b/w Ww West Wolverine North Muskox / Wolverine Way
Dispatched: 02… https://t.co/hkvPUjuCaj",Toronto Fire East,tofireE,en,43.8118446,-79.1825872
6/3/2018 0:52,1.00E+18,"Fire (residential) [Scarborough]
Meandering Trail
b/w Ww West Wolverine North Muskox / Wolverine Way
Dispatched: 02… https://t.co/f5IDl4aZDu",Toronto Fire,tofire,en,43.8118446,-79.1825872
6/3/2018 0:43,1.00E+18,Opened Detour Inquiry request via web at Metis Trail NE Northeast Calgary Calgary https://t.co/XPh76WEhZP. Closure… https://t.co/hyL8zV9NmY,311 Calgary,311calgary,en,51.1390632,-113.9702457
6/3/2018 0:35,1.00E+18,eileen taggart would love to show you the #listing at 4137 Tocasierra Trail #Flagstaff #... https://t.co/MmdyXb9g62 https://t.co/yLmFdFfWzU,RE/MAX Fine Properties,remaxfineprop,en,35.233746,-111.647993
6/3/2018 0:12,1.00E+18,"Rescue (elevator) [East York]
Thorncliffe Park Drive
b/w West Don River Trail / West Don River Trail
Dispatched: 02… https://t.co/plrkjFCGpn",Toronto Fire South,tofireS,en,43.7043406,-79.3318535
6/3/2018 0:12,1.00E+18,"Rescue (elevator) [East York]
Thorncliffe Park Drive
b/w West Don River Trail / West Don River Trail
Dispatched: 02… https://t.co/n40uh3rq0Q",Toronto Fire,tofire,en,43.7043406,-79.3318535
6/3/2018 0:06,1.00E+18,"Rescue (elevator) [Etobicoke]
Armel Crt @ Humber River Recreational Trail
Dispatched: 02/06/18 @ 20:00 EDT
[Stn: 41… https://t.co/ISFOv96gtB",Toronto Fire West,tofireW,en,43.7220195,-79.54529
6/3/2018 0:06,1.00E+18,"Rescue (elevator) [Etobicoke]
Armel Crt @ Humber River Recreational Trail
Dispatched: 02/06/18 @ 20:00 EDT
[Stn: 41… https://t.co/XGlmNKkrXK",Toronto Fire,tofire,en,43.7220195,-79.54529
6/3/2018 0:02,1.00E+18,Drinking a Trail Angel Weiss by @dbbrewingco at @shoppers — https://t.co/snY4RURgsf,Hunter Smith,doctor1010,en,38.8392,-77.0499
6/2/2018 23:25,1.00E+18,"I'm at Lewis And  Clark Trail in santa claus, IN https://t.co/SqQOgPrWgd",Michael Eshom,oldiesmann,en,38.11939985,-86.91324213
6/2/2018 23:17,1.00E+18,Just listed by Rikki Dilschneider in #Cameron #MT. 34 Gravelley Trail! Please retweet!  https://t.co/PAhGvzCugI https://t.co/NYN9YVqSHC,BHHS Montana,bhhsmt,en,44.819891,-111.555327
6/2/2018 23:15,1.00E+18,"Rosé all weekend with us Sat.,  June 9 and Sun., June 10. The Meramec River Wine Trail is hosting the Rosé  All Day… https://t.co/fmPtTBnY5j",St. James Winery,StJamesWinery,en,38.0099,-91.6092
6/2/2018 23:14,1.00E+18,Her next to the last time playing graduation. I am already choked up and it’s not even my kid lol (@ Indian Trail H… https://t.co/UklTpFVdt1,Shirley Tutor-Perez,Shirley_Perez,en,42.58353112,-87.88963776
6/2/2018 23:03,1.00E+18,Fabulous! - Drinking a Mas Verde by River Roost Brewery  @ TRAIL BREAK taps + tacos  — https://t.co/CrNfmCdBy3,Art Vandaley,thevandaley,en,43.6469,-72.319
6/2/2018 23:00,1.00E+18,"Some bicycling (@ Lunken Bike Trail in Cincinnati, OH w/ @wendynas) https://t.co/bnCAkjgg2G https://t.co/bpKB2GVsBo",Chris Nascimento,brewnas,en,39.10258077,-84.43011129
6/2/2018 22:56,1.00E+18,"I'm at Miller Hollow Trail in Portland, OR https://t.co/Ne3tkchHhs",Steven C Neighorn,scnr,en,45.54367717,-122.7751849
6/2/2018 22:52,1.00E+18,"$589,000 3966 E Morning Dove Trail, #Phoenix, #AZ - Location Lot and Layout! This is the one! Don't miss this beaut… https://t.co/EvpDbzt83c",Real Estate Tech,pinputlistings,en,33.690932,-111.987284
6/2/2018 22:10,1.00E+18,I'm at Silver Ridge Trail Stairs https://t.co/SsNBBHMcqU,Steven C Neighorn,scnr,en,45.53735433,-122.7791221
6/2/2018 22:05,1.00E+18,Drinking a Ghost Trail Gose by @LevityBeer @ Carrie Furnaces — https://t.co/hG1nyQjUtj,Erica Elizabeth,missimmerica,en,40.414,-79.8895
6/2/2018 21:34,1.00E+18,"At 5:00 PM, 3 SSE Manakin [Powhatan Co, VA] 911 CALL CENTER reports FLASH FLOOD. HIGH WATER REPORTED NEAR HUGUENOT… https://t.co/cC6lNkJALG",IEMBot AKQ,iembot_akq,en,37.56,-77.69
6/2/2018 21:16,1.00E+18,"Vegan fuel before Trail of Lies (@ Strong Hearts Cafe - @stronghearts315 in Syracuse, NY) https://t.co/m7q0b9K6L0",Teddy Swolesevelt,chefferystrano,en,43.04756141,-76.14042521
6/2/2018 20:51,1.00E+18,Opened Traffic Signal - Timing Inquiry request via android at 754 MCKNIGHT BV NE https://t.co/s6GMl0Gc0K. 64 ave we… https://t.co/e6FK6YbQWQ,311 Calgary,311calgary,en,51.09614,-114.045393
6/2/2018 19:51,1.00E+18,Check out our #listing in #SouthLyon #MI  #realestate #realtor https://t.co/ZWn7uITjnl https://t.co/wx5hJRhWlK,RE/MAX CLASSIC of Mi,remaxclassicmi,en,42.521427,-83.600181
6/2/2018 19:36,1.00E+18,Drinking an Out of Your Element by Secret Trail Brewing Company @ Secret Trail Brewery — https://t.co/8MTUKOU82D #photo,Alessandro Ren,dirty_ren,en,39.7159,-121.82
6/2/2018 19:14,1.00E+18,Drinking a Charlie And the Pastry Factory by Secret Trail Brewing Company @ Secret Trail Brewery — https://t.co/1A4zmxluW4 #photo,Alessandro Ren,dirty_ren,en,39.7159,-121.82
6/2/2018 19:12,1.00E+18,Drinking a Bourbon Barrel Aged Lights Out W/ Vanilla by Secret Trail Brewing Company @ Secret Trail Brewery — https://t.co/CG4sKgo4px #photo,Alessandro Ren,dirty_ren,en,39.7159,-121.82
6/2/2018 19:12,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Old Weston Road
b/w Townsley Street / S.a.d.r.a. Park Trail
Dispatched: 02/… https://t.co/fWNmcYCaHx",Toronto Fire West,tofireW,en,43.6740294,-79.463168
6/2/2018 19:12,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Old Weston Road
b/w Townsley Street / S.a.d.r.a. Park Trail
Dispatched: 02/… https://t.co/FtAFd9ysQD",Toronto Fire,tofire,en,43.6740294,-79.463168
6/2/2018 19:10,1.00E+18,Drinking a Lights Out by Secret Trail Brewing Company @ Secret Trail Brewery — https://t.co/Zt7OrjCzIj #photo,Alessandro Ren,dirty_ren,en,39.7159,-121.82
6/2/2018 19:08,1.00E+18,"We're #hiring! Click to apply: Branch Manager NMLS 3 - S Mayo Trail Branch - Pikeville, KY -… https://t.co/mkPHTVLyjm",TMJ-KY Bank Jobs,tmj_KY_banking,en,37.4792672,-82.5187629
6/2/2018 19:06,1.00E+18,Check out my #listing in #NewBraunfels #TX  #realestate #realtor https://t.co/5jnpDdhiYg https://t.co/nXJVs1eW1J,Zach Castillo,ZachCastillo,en,29.8072523,-98.070432
6/2/2018 18:54,1.00E+18,Drinking a Wunderhund by Secret Trail Brewing Company @ Secret Trail Brewery — https://t.co/v5ES9XJbbo #photo,Alessandro Ren,dirty_ren,en,39.7159,-121.82
6/2/2018 18:40,1.00E+18,Drinking a Kolsch by Secret Trail @ Secret Trail Brewery — https://t.co/wPEXOlsxLE #photo,Alessandro Ren,dirty_ren,en,39.7159,-121.82
6/2/2018 18:37,1.00E+18,"I'm at Secret Trail Brewery in Chico, CA https://t.co/zdp5m4q5dZ",Alessandro Ren,dirty_ren,en,39.71589,-121.820114
6/2/2018 18:17,1.00E+18,"I'm at Rio Grande West Rim Trail in Ranchos De Taos, NM https://t.co/yq1xk6LwQQ",Terry Powner,renwop,en,36.47497906,-105.7359394
6/2/2018 18:00,1.00E+18,Still on the trail and can't process this picture. When I took it I saw a dark cinnamon brown bear near that tall l… https://t.co/yVpFyWuoFC,Tim Chambers,tbc0,en,38.8542515,-104.9359866
6/2/2018 17:56,1.00E+18,"Doing more biking. Changed trails. (@ Eastern Trail Scarborough Marsh in Scarborough, ME) https://t.co/0kvRpOMP9p https://t.co/vCpVW6ye9M",xSyneKx #xSx [sk8N]  🎙📷🎮,xSyneKx,en,43.58012464,-70.33970521
6/2/2018 17:52,1.00E+18,I just finished trail running 38.78 km in 6h:33m:48s with #Endomondo #endorphins https://t.co/nxBPVOL4ua,jasonvelocity,jason_velocity,en,39.11158537,-104.9142411
6/2/2018 17:51,1.00E+18,"I'm at Arch Creek East Walking Trail in North Miami, FL https://t.co/Y8MQ8MGHr7",j.me,jessiecheeksss,en,25.90051238,-80.1462901
6/2/2018 17:47,1.00E+18,"🌳 (@ Cherry Springs Working Forest Interpretive Trail in Coudersport, PA) https://t.co/qlf22VW1pI https://t.co/5LYXLIUKUj",Kristi Farinelli,kristifarinelli,en,41.66298,-77.82001
6/2/2018 17:19,1.00E+18,Opened Road Repair request via android at 101 BEDDINGTON TR NE https://t.co/kXqM6rs6Sw. Two potholes near each othe… https://t.co/22B41a8van,311 Calgary,311calgary,en,51.132654,-114.067365
6/2/2018 17:14,1.00E+18,"I'm at Centennial Trail in Boulder, CO https://t.co/enUASMVyHg",Cheryl Fellows,cheryl303,en,40.00606821,-105.2164098
6/2/2018 17:13,1.00E+18,Opened Road Repair request via android at 4 BEDDINGTON TR NE https://t.co/dXNiBcDFSL. Two potholes just before brid… https://t.co/ff7NtrSurj,311 Calgary,311calgary,en,51.134677,-114.071537
6/2/2018 17:11,1.00E+18,I would love to show you my #listing at 727 BLACKBERRY RUN Trail #Dallas #GA  #realestate https://t.co/VXVMnbxFvc https://t.co/g4rwhl4LdK,"Lyssette Navarra,MRP",LyssetteNavarra,en,34.0280748,-84.7877471
6/2/2018 17:03,1.00E+18,Check out my #listing in #Oxford #MI  #realestate #realtor https://t.co/nCQhFv6Iy5 https://t.co/kwN1Jw6He8,kittie pugliese,kittiepug,en,42.809363,-83.276775
6/2/2018 16:57,1.00E+18,Opened Road Repair request via web at 4127 Bow Trail SW https://t.co/PjKYTEWeFM. Pot hole on bow trail. rather deep… https://t.co/2geKvAqlfk,311 Calgary,311calgary,en,51.04689621,-114.1464311
6/2/2018 16:55,1.00E+18,"It’s National Trails Day today (conveniently after Nat’l Donut Day). In celebration, the Star Tribune is preparing… https://t.co/TDpAazaMBm",Lutsen + Tofte,Lutsen_Tofte,en,47.70300238,-90.64381356
6/2/2018 16:46,1.00E+18,"Fire (grass/rubbish) [Scarborough]
Arden Crescent
b/w Rockelm Road / Clairlea Park Trail
Dispatched: 02/06/18 @ 12:… https://t.co/nUsU594YuD",Toronto Fire East,tofireE,en,43.7115341,-79.2875483
6/2/2018 16:46,1.00E+18,"Fire (grass/rubbish) [Scarborough]
Arden Crescent
b/w Rockelm Road / Clairlea Park Trail
Dispatched: 02/06/18 @ 12:… https://t.co/vT628nskVG",Toronto Fire,tofire,en,43.7115341,-79.2875483
6/2/2018 16:36,1.00E+18,"Fire (grass/rubbish) [Toronto]
Colborne Lodge Drive
b/w High Park Trail / High Park Trail
Dispatched: 02/06/18 @ 12… https://t.co/jc2MadH252",Toronto Fire West,tofireW,en,43.6535605,-79.4652644
6/2/2018 16:36,1.00E+18,"Fire (grass/rubbish) [Toronto]
Colborne Lodge Drive
b/w High Park Trail / High Park Trail
Dispatched: 02/06/18 @ 12… https://t.co/BmVC7gYAyn",Toronto Fire,tofire,en,43.6535605,-79.4652644
6/2/2018 16:35,1.00E+18,"Strength Training! (@ End Of Trail At Olive And 99th Ave in Peoria, AZ) https://t.co/xoAkoQ6MLQ https://t.co/uVwX7tKEm0",Brian Alston,brian4dotcom,en,33.56493467,-112.2747552
6/2/2018 16:27,1.00E+18,See a virtual tour of my listing on 3806 ESSEX HEIGHTS TRAIL #Fortson #GA  #realestate https://t.co/AYQbkI00qy https://t.co/rNkzIpqURe,David J Haynes,talentproperty,en,32.596928,-84.9303096
6/2/2018 15:56,1.00E+18,See a virtual tour of my listing on 430 Senna Trail #SanAntonio #TX  #realestate https://t.co/cf9gzOMy91 https://t.co/YroSgudoRb,Sheema Harris,SheemaHarris7,en,29.6517184,-98.6318523
6/2/2018 15:44,1.00E+18,Check out our #listing in #Humble #TX  #realestate #realtor https://t.co/Nsve1FVfkV https://t.co/GQTnlOZ0iy,Keller Williams NE,kwnortheast,en,29.9901438,-95.164463
6/2/2018 15:36,1.00E+18,"Running! (@ End Of Trail At Olive And 99th Ave in Peoria, AZ) https://t.co/M0HhpKCvHv https://t.co/tm96xBRCeX",Brian Alston,brian4dotcom,en,33.56493467,-112.2747552
6/2/2018 15:26,1.00E+18,#5&amp;6 Devils Back East and West #NationalTrailsDay #harpswellhikingchallenge (@ Devil's Back Trail Area in Harpswell… https://t.co/s6wfUY1QCp,Leslie Walstrom,lwalstrom,en,43.78639808,-69.94917607
